street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,150.0,Sổ đỏ,4.0,5.0,4.0,9 tỷ 700 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,5.0,5.0,,11 tỷ 600 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ đỏ,5.0,5.0,,11 tỷ 600 triệu,nhà mặt tiền
Lê Văn Duyệt,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,5.0,4.0,,11 tỷ 600 triệu,nhà mặt tiền
Hồ Tùng Mậu,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,4.0,4.0,3.0,5 tỷ 200 triệu,nhà mặt tiền
Mê Linh,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,142.8,Sổ hồng,3.0,4.0,3.0,6 tỷ 729 triệu,nhà mặt tiền
6 Nguyễn Tất Thành,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ đỏ,4.0,6.0,,5 tỷ 199 triệu,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ hồng,5.0,4.0,3.0,3 tỷ 700 triệu,nhà mặt tiền
,Nguyễn Lương Bằng,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ đỏ,3.0,4.0,3.0,2 tỷ 800 triệu,nhà mặt tiền
Ngô Văn Sở,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,138.0,Sổ đỏ,3.0,4.0,3.0,3 tỷ 312 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ đỏ,3.0,4.0,3.0,2 tỷ 800 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,170.0,Sổ hồng,4.0,5.0,,9 tỷ 699 triệu,nhà mặt tiền
Dương Lâm,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,4.0,3.0,,10 tỷ 499 triệu,nhà mặt tiền
Lý Nhật Quang,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,5.0,3.0,3.0,9 tỷ 499 triệu,nhà mặt tiền
Song Hào,Phường Hoà Hải,Quận Ngũ Hành Sơn,Đà Nẵng,300.0,Sổ hồng,6.0,5.0,,15 tỷ,nhà mặt tiền
Xô Viết Nghệ Tĩnh,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,150.0,Sổ hồng,5.0,4.0,4.0,11 tỷ,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,4.0,5.0,3.0,3 tỷ 999 triệu,nhà mặt tiền
Xô Viết Nghệ Tĩnh,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,150.0,Sổ hồng,5.0,6.0,4.0,11 tỷ 450 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,150.0,Sổ hồng,5.0,4.0,4.0,11 tỷ,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,150.0,Sổ hồng,5.0,5.0,4.0,11 tỷ 800 triệu,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,138.0,Sổ đỏ,3.0,4.0,3.5,6 tỷ 524 triệu,nhà mặt tiền
Phan Văn Định,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ đỏ,3.0,4.0,3.0,700 triệu,nhà mặt tiền
Âu Cơ,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,120.0,Sổ hồng,3.0,4.0,3.0,2 tỷ 600 triệu,nhà mặt tiền
Mê Linh,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,142.8,Sổ đỏ,4.0,5.0,,6 tỷ 729 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,330.0,Hợp đồng mua bán,5.0,5.0,,4 tỷ 599 triệu,nhà mặt tiền
Mê Linh,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,4.0,5.0,3.0,5 tỷ 199 triệu,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,3.0,4.0,3.5,6 tỷ 500 triệu,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ đỏ,3.0,4.0,,6 tỷ 525 triệu,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,138.0,Sổ đỏ,3.0,4.0,3.5,3 tỷ 312 triệu,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,138.0,Sổ đỏ,3.0,4.0,,20 triệu,nhà mặt tiền
Đá Mọc 1,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,138.0,Sổ đỏ,3.0,4.0,3.0,2 tỷ 900 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,5.0,4.0,,12 tỷ 400 triệu,nhà mặt tiền
Ngô Văn Sở,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,4.0,3.0,,1 tỷ 500 triệu,nhà mặt tiền
Mê Linh,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ đỏ,4.0,4.0,3.5,5 tỷ 200 triệu,nhà mặt tiền
Bạch Đằng,Phường Hải Châu,Quận Hải Châu,Đà Nẵng,150.0,Sổ hồng,4.0,5.0,,11 tỷ 800 triệu,nhà mặt tiền
Dương Đức Hiền,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ hồng,4.0,5.0,,2 tỷ 800 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ hồng,4.0,5.0,3.0,6 tỷ 660 triệu,nhà mặt tiền
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,150.0,Sổ hồng,4.0,5.0,4.0,10 tỷ,nhà mặt tiền
Lê Duẩn,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,150.0,Sổ đỏ,5.0,5.0,,9 tỷ 700 triệu,nhà mặt tiền
Lý Thánh Tông,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ đỏ,3.0,4.0,,6 tỷ 400 triệu,nhà mặt tiền
Kinh Dương Vương,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ đỏ,3.0,4.0,3.5,6 tỷ 500 triệu,nhà mặt tiền
Âu Cơ,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,120.0,Sổ đỏ,3.0,4.0,,2 tỷ 880 triệu,nhà mặt tiền
Âu Cơ,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,105.0,Sổ đỏ,3.0,4.0,3.0,2 tỷ 835 triệu,nhà mặt tiền
Lê Văn Duyệt,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,5.0,5.0,4.0,12 tỷ 400 triệu,nhà mặt tiền
Lê Văn Duyệt,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,120.0,Sổ hồng,4.0,3.0,,12 tỷ 299 triệu,nhà mặt tiền
Lý Nhật Quang,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,4.0,4.0,3.0,12 tỷ 499 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,150.0,Sổ đỏ,4.0,3.0,,7 tỷ 299 triệu,nhà mặt tiền
Song Hào,Phường Hoà Hải,Quận Ngũ Hành Sơn,Đà Nẵng,300.0,Sổ hồng,5.0,4.0,,21 tỷ 499 triệu,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ đỏ,5.0,5.0,3.0,5 tỷ 499 triệu,nhà mặt tiền
Mê Linh,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,195.5,Sổ hồng,5.0,6.0,3.0,8 tỷ 999 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,4.0,5.0,,10 tỷ,nhà mặt tiền
Nguyễn Tất Thành,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ đỏ,4.0,5.0,3.0,3 tỷ 900 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,4.0,5.0,,3 tỷ 700 triệu,nhà mặt tiền
Thanh Tịnh,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ hồng,4.0,3.0,,1 tỷ 500 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,170.0,Sổ hồng,5.0,5.0,,9 tỷ 699 triệu,nhà mặt tiền
Mê Linh,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,4.0,5.0,,6 tỷ 500 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,4.0,4.0,3.0,10 tỷ 500 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,5.0,6.0,3.0,5 tỷ 499 triệu,nhà mặt tiền
Lý Nhật Quang,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,5.0,4.0,3.0,10 tỷ,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ hồng,4.0,5.0,3.0,3 tỷ 900 triệu,nhà mặt tiền
Xô Viết Nghệ Tĩnh,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,150.0,Sổ đỏ,5.0,6.0,,11 tỷ 800 triệu,nhà mặt tiền
Đào Quang Trung,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,4.0,5.0,,2 tỷ,nhà mặt tiền
Lạc Long Quân,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,105.0,Sổ đỏ,3.0,4.0,3.5,3 tỷ 150 triệu,nhà mặt tiền
Nguyễn Sinh Sắc,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,150.0,Sổ hồng,4.0,5.0,4.0,5 tỷ 999 triệu,nhà mặt tiền
Song Hào,Phường Hoà Hải,Quận Ngũ Hành Sơn,Đà Nẵng,300.0,Sổ hồng,5.0,3.0,,20 tỷ 600 triệu,nhà mặt tiền
Lê Văn Duyệt,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,5.0,4.0,3.0,9 tỷ 900 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,124.0,Sổ hồng,4.0,5.0,,4 tỷ 900 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,5.0,6.0,4.0,12 tỷ 400 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,170.0,Sổ hồng,4.0,3.0,4.0,8 tỷ 199 triệu,nhà mặt tiền
Lý Nhật Quang,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,3.0,3.0,3.0,9 tỷ 999 triệu,nhà mặt tiền
Lý Nhật Quang,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,3.0,3.0,,10 tỷ,nhà mặt tiền
Mê Linh,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,102.0,Sổ hồng,3.0,4.0,3.5,11 tỷ 999 triệu,nhà mặt tiền
Mê Linh,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,4.0,4.0,3.0,2 tỷ 499 triệu,nhà mặt tiền
Âu Cơ,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,138.0,Sổ đỏ,3.0,4.0,,2 tỷ 900 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ đỏ,6.0,6.0,3.0,10 tỷ 200 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,3.0,3.0,3.0,12 tỷ 400 triệu,nhà mặt tiền
Lý Nhật Quang,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,3.0,3.0,3.0,12 tỷ 650 triệu,nhà mặt tiền
Nguyễn Tất Thành,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,170.0,Sổ đỏ,7.0,5.0,4.0,8 tỷ 999 triệu,nhà mặt tiền
Lê Văn Duyệt,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,5.0,5.0,3.0,12 tỷ,nhà mặt tiền
Nguyễn Tất Thành,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,170.0,Sổ hồng,3.0,3.0,,6 tỷ 500 triệu,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hoà Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,138.0,Sổ đỏ,3.0,4.0,,3 tỷ,nhà mặt tiền
Trần Cao Vân,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,45.0,Sổ hồng,3.0,3.0,3.0,6 tỷ,nhà mặt tiền
Chu Huy Mân,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,160.0,Sổ hồng,3.0,2.0,,7 tỷ 300 triệu,nhà mặt tiền
Đa Mặn 9,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,81.0,Sổ hồng,2.0,2.0,2.0,3 tỷ 900 triệu,nhà mặt tiền
Nguyễn Hoàng,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,49.0,Sổ hồng,3.0,3.0,3.0,7 tỷ 500 triệu,nhà mặt tiền
Trường Sa,Phường Hòa Hải,Quận Ngũ Hành Sơn,Đà Nẵng,101.0,Sổ hồng,4.0,3.0,2.0,5 tỷ 250 triệu,nhà mặt tiền
An Thượng 9,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,75.0,Sổ hồng,3.0,2.0,2.0,8 tỷ 100 triệu,nhà mặt tiền
Hoàng Thúc Trâm,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,83.0,Sổ hồng,4.0,4.0,3.0,5 tỷ 600 triệu,nhà mặt tiền
An Thượng 21,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,90.0,Sổ hồng,3.0,2.0,3.0,7 tỷ 500 triệu,nhà mặt tiền
Huỳnh Thúc Kháng,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,53.0,Sổ hồng,4.0,3.0,3.0,3 tỷ 800 triệu,nhà mặt tiền
Nam Sơn 3,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,81.0,Sổ hồng,2.0,1.0,,5 tỷ 400 triệu,nhà mặt tiền
An Trung 1,Phường An Hải Tây,Quận Sơn Trà,Đà Nẵng,63.0,Sổ hồng,2.0,1.0,,3 tỷ 400 triệu,nhà mặt tiền
Ỷ Lan Nguyên Phi,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,88.0,Sổ hồng,4.0,3.0,,7 tỷ 300 triệu,nhà mặt tiền
Võ Duy Ninh,Phường Thọ Quang,Quận Sơn Trà,Đà Nẵng,129.0,Sổ hồng,3.0,2.0,2.0,5 tỷ 500 triệu,nhà mặt tiền
Vũ Trọng Phụng,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,4.0,2.0,2.0,4 tỷ 600 triệu,nhà mặt tiền
Châu Văn Liêm,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 850 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,90.0,Sổ đỏ,4.0,2.0,3.0,18 tỷ,nhà mặt tiền
Huỳnh Tấn Phát,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,95.0,Sổ đỏ,3.0,3.0,2.0,9 tỷ 100 triệu,nhà mặt tiền
Nguyễn Hữu Dật,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,100.0,Sổ đỏ,,,,10 tỷ 500 triệu,nhà mặt tiền
Nguyễn Hữu Dật,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,116.0,Sổ đỏ,10.0,10.0,,12 tỷ 700 triệu,nhà mặt tiền
Cao Bá Quát,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,72.0,Sổ đỏ,3.0,3.0,3.0,8 tỷ 500 triệu,nhà mặt tiền
Dương Bá Trạc,Phường Hải Châu,Quận Hải Châu,Đà Nẵng,90.0,Sổ đỏ,3.0,3.0,3.0,6 tỷ 800 triệu,nhà mặt tiền
Thái Phiên,Phường Hải Châu,Quận Hải Châu,Đà Nẵng,100.0,Sổ đỏ,6.0,6.0,,23 tỷ,nhà mặt tiền
Chi Lăng,Phường Hải Châu,Quận Hải Châu,Đà Nẵng,132.0,Sổ đỏ,6.0,6.0,,25 tỷ 500 triệu,nhà mặt tiền
Nguyễn Hoàng,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,100.0,Sổ đỏ,3.0,3.0,,16 tỷ 500 triệu,nhà mặt tiền
Nguyễn Xuân Nhĩ,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,56.0,Sổ đỏ,3.0,2.0,,4 tỷ 250 triệu,nhà mặt tiền
Hàn Thuyên,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,113.0,Sổ đỏ,10.0,10.0,5.0,10 tỷ,nhà mặt tiền
Hàm Nghi,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,85.5,Sổ đỏ,4.0,4.0,,22 tỷ 500 triệu,nhà mặt tiền
Trường Chinh,Phường An Khê,Quận Thanh Khê,Đà Nẵng,73.0,Sổ đỏ,3.0,3.0,,4 tỷ 800 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,85.0,Sổ đỏ,3.0,3.0,3.0,14 tỷ 500 triệu,nhà mặt tiền
Dũng Sĩ Thanh Khê,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,51.0,Sổ đỏ,1.0,1.0,,5 tỷ 250 triệu,nhà mặt tiền
Chu Văn An,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,125.0,Sổ đỏ,3.0,3.0,,20 tỷ,nhà mặt tiền
Mạc Thị Bưởi,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,86.0,Sổ đỏ,3.0,3.0,2.0,5 tỷ 200 triệu,nhà mặt tiền
Nguyễn Hoàng,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,55.0,Sổ đỏ,3.0,3.0,,12 tỷ 600 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,90.0,Sổ đỏ,3.0,3.0,3.0,18 tỷ,nhà mặt tiền
Xô Viết Nghệ Tĩnh,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,150.0,Sổ đỏ,,,,15 tỷ 200 triệu,nhà mặt tiền
Nguyễn Xiển,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,110.0,Sổ đỏ,12.0,5.0,4.0,10 tỷ 100 triệu,nhà mặt tiền
Lê Ngân,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,102.2,Sổ đỏ,3.0,3.0,2.0,6 tỷ 250 triệu,nhà mặt tiền
Phan Đăng Lưu,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,100.0,Sổ đỏ,3.0,3.0,3.0,14 tỷ 500 triệu,nhà mặt tiền
Nguyễn Văn Linh,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,106.0,Sổ đỏ,3.0,3.0,,26 tỷ,nhà mặt tiền
Phan Đăng Lưu,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,97.0,Sổ đỏ,5.0,5.0,5.0,20 tỷ,nhà mặt tiền
Nguyễn Hoàng,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,55.0,Sổ đỏ,3.0,3.0,,12 tỷ 590 triệu,nhà mặt tiền
Nguyễn Hoàng,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,55.0,Sổ đỏ,3.0,3.0,,12 tỷ 599 triệu,nhà mặt tiền
Lê Lợi,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,87.0,Sổ đỏ,4.0,4.0,3.0,16 tỷ 700 triệu,nhà mặt tiền
Nguyễn Hữu Dật,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,101.0,Sổ đỏ,3.0,3.0,2.0,11 tỷ 600 triệu,nhà mặt tiền
Nguyễn Duy Hiệu,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,100.0,Sổ đỏ,3.0,3.0,2.0,7 tỷ 800 triệu,nhà mặt tiền
Trần Cao Vân,Phường Thanh Lộc Đán,Quận Thanh Khê,Đà Nẵng,45.0,Sổ đỏ,3.0,3.0,3.0,5 tỷ 700 triệu,nhà mặt tiền
An Thượng 6,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,67.5,Sổ đỏ,3.0,3.0,,9 tỷ 100 triệu,nhà mặt tiền
Ung Văn Khiêm,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,56.0,Sổ hồng,3.0,3.0,,5 tỷ 300 triệu,nhà mặt tiền
Nguyễn Xiển,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,110.0,Sổ hồng,9.0,10.0,,8 tỷ 300 triệu,nhà mặt tiền
Hồ Nghinh,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,120.0,Không xác định,25.0,25.0,5.0,21 tỷ 500 triệu,nhà mặt tiền
Võ Nguyên Giáp,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,600.0,Sổ hồng,100.0,100.0,22.0,167 tỷ,nhà mặt tiền
Nguyễn Văn Linh,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,106.0,Sổ đỏ,3.0,3.0,4.0,27 tỷ,nhà mặt tiền
Trần Hưng Đạo,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,125.0,Sổ hồng,4.0,4.0,7.0,22 tỷ,nhà mặt tiền
Hoàng Diệu,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,2020.0,Sổ đỏ,5.0,5.0,5.0,32 tỷ,nhà mặt tiền
An Thượng 3,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,90.0,Sổ hồng,11.0,11.0,7.0,16 tỷ,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hòa Hiệp Bắc,Quận Liên Chiểu,Đà Nẵng,255.0,Sổ đỏ,1.0,1.0,,20 triệu,nhà mặt tiền
Hồ Nghinh,Phường Mân Thái,Quận Sơn Trà,Đà Nẵng,100.0,Sổ đỏ,16.0,16.0,6.0,20 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,500.0,Sổ đỏ,3.0,3.0,,75 tỷ,nhà mặt tiền
Hoàng Văn Thụ,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,123.0,Sổ đỏ,3.0,2.0,3.0,8 tỷ,nhà mặt tiền
Đào Tấn,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,69.0,Sổ đỏ,2.0,2.0,3.0,5 tỷ,nhà mặt tiền
Hồ Nghinh,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,150.0,Sổ hồng,100.0,100.0,5.0,22 tỷ,nhà mặt tiền
Phan Liên,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,130.0,Sổ hồng,30.0,30.0,10.0,39 tỷ,nhà mặt tiền
Kinh Dương Vương,Phường Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng,85.0,Sổ đỏ,4.0,4.0,3.0,20 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,3.0,3.0,,11 tỷ 231 triệu,nhà mặt tiền
An Trung 1,Phường An Hải Tây,Quận Sơn Trà,Đà Nẵng,52.0,Sổ hồng,3.0,4.0,3.0,4 tỷ 500 triệu,nhà mặt tiền
Trần Thanh Mại,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,73.2,Sổ hồng,,,3.0,8 tỷ 300 triệu,nhà mặt tiền
Yên Khê 2,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,85.0,Sổ hồng,3.0,3.0,3.0,7 tỷ,nhà mặt tiền
Mai Am,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,,,,4 tỷ 790 triệu,nhà mặt tiền
Phan Châu Trinh,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,80.0,Sổ hồng,,,4.0,15 tỷ,nhà mặt tiền
Phan Kế Bính,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,130.0,Sổ hồng,,,,13 tỷ,nhà mặt tiền
Phước Mỹ 1,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,90.0,Sổ hồng,,,5.0,11 tỷ 750 triệu,nhà mặt tiền
Tôn Đức Thắng,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,65.0,Sổ hồng,,,4.0,7 tỷ 200 triệu,nhà mặt tiền
Cù Chính Lan,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,64.8,Không xác định,,,3.0,6 tỷ 800 triệu,nhà mặt tiền
Xô Viết Nghệ Tĩnh,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,302.5,Không xác định,3.0,3.0,3.0,32 tỷ,nhà mặt tiền
