street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Núi Thành,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,42.0,Sổ hồng,3.0,4.0,3.0,2 tỷ 900 triệu,nhà trong ngõ
Tôn Thất Tùng,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,58.0,Sổ hồng,2.0,2.0,,5 tỷ 490 triệu,nhà trong ngõ
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,70.0,Sổ đỏ,2.0,1.0,,2 tỷ,nhà trong ngõ
K246A/5 Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,45.0,Sổ đỏ,3.0,2.0,,2 tỷ 600 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,150.0,Sổ hồng,4.0,3.0,3.0,3 tỷ 450 triệu,nhà trong ngõ
Trần Cao Vân,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,90.0,Sổ hồng,6.0,5.0,,4 tỷ,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,2.0,1.0,,3 tỷ 250 triệu,nhà trong ngõ
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,3.0,2.0,,3 tỷ 100 triệu,nhà trong ngõ
Lê Đình Lý,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,60.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 400 triệu,nhà trong ngõ
Đống Đa,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 100 triệu,nhà trong ngõ
Lê Duẩn,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,40.0,Sổ hồng,2.0,3.0,3.0,2 tỷ 200 triệu,nhà trong ngõ
Phạm Cự Lượng,Phường An Hải Đông,Quận Sơn Trà,Đà Nẵng,78.0,Sổ hồng,2.0,2.0,,3 tỷ 300 triệu,nhà trong ngõ
An Trung 3,Phường An Hải Tây,Quận Sơn Trà,Đà Nẵng,60.0,Sổ hồng,2.0,2.0,2.0,3 tỷ 700 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,53.0,Sổ hồng,3.0,2.0,2.5,2 tỷ,nhà trong ngõ
Phan Châu Trinh,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,45.0,Sổ hồng,2.0,2.0,,2 tỷ,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,53.0,Sổ hồng,3.0,2.0,3.0,3 tỷ 580 triệu,nhà trong ngõ
Mai Lão Bạng,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,3.0,4.0,4.0,3 tỷ,nhà trong ngõ
Ông Ích Khiêm,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,51.0,Sổ hồng,3.0,4.0,3.0,3 tỷ 500 triệu,nhà trong ngõ
814 Trần Cao Vân,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,57.0,Sổ hồng,3.0,3.0,3.0,2 tỷ 450 triệu,nhà trong ngõ
Trưng Nữ Vương,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,54.0,Sổ hồng,1.0,1.0,,2 tỷ 550 triệu,nhà trong ngõ
Huỳnh Tấn Phát,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,2.0,2.0,2.0,3 tỷ,nhà trong ngõ
Đặng Thùy Trâm,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,83.0,Sổ hồng,3.0,2.0,,4 tỷ 250 triệu,nhà trong ngõ
Trường Chinh,Phường Hòa Thọ Tây,Quận Cẩm Lệ,Đà Nẵng,90.0,Sổ đỏ,2.0,1.0,,1 tỷ 500 triệu,nhà trong ngõ
Trần Cao Vân,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,56.4,Sổ hồng,3.0,4.0,2.5,2 tỷ 450 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,53.0,Sổ đỏ,3.0,3.0,3.0,3 tỷ 580 triệu,nhà trong ngõ
Hải Phòng,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,22.0,Sổ đỏ,2.0,2.0,2.0,1 tỷ 800 triệu,nhà trong ngõ
Phan Thanh,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,54.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 360 triệu,nhà trong ngõ
Phan Thanh,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,54.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 360 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,112.0,Sổ hồng,3.0,2.0,2.0,4 tỷ 750 triệu,nhà trong ngõ
Lê Độ,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,43.0,Sổ hồng,2.0,2.0,2.0,1 tỷ 950 triệu,nhà trong ngõ
Lê Duẩn,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,30.0,Sổ hồng,2.0,2.0,2.0,1 tỷ 790 triệu,nhà trong ngõ
Trần Cao Vân,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,24.0,Sổ đỏ,1.0,2.0,2.0,1 tỷ 650 triệu,nhà trong ngõ
Mai Lão Bạng,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,3.0,4.0,4.0,3 triệu 550 nghìn,nhà trong ngõ
Phan Châu Trinh,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,45.0,Sổ hồng,2.0,1.0,,1 tỷ 950 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,53.0,Sổ hồng,3.0,2.0,3.0,3 tỷ 580 triệu,nhà trong ngõ
Phó Đức Chính,Phường Mân Thái,Quận Sơn Trà,Đà Nẵng,84.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 400 triệu,nhà trong ngõ
Nguyễn Duy Hiệu,Phường An Hải Đông,Quận Sơn Trà,Đà Nẵng,85.0,Sổ hồng,3.0,2.0,,4 tỷ 500 triệu,nhà trong ngõ
Thái Thị Bôi,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,86.0,Sổ hồng,3.0,2.0,,3 tỷ 130 triệu,nhà trong ngõ
Đường 3 Tháng 2,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,55.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 200 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,55.0,Sổ hồng,6.0,6.0,4.0,5 tỷ,nhà trong ngõ
Thi Sách,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,89.0,Sổ hồng,3.0,4.0,2.0,4 tỷ 800 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,71.0,Sổ hồng,3.0,3.0,3.5,4 tỷ 500 triệu,nhà trong ngõ
Đỗ Quang,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,48.0,Sổ hồng,3.0,2.0,2.0,2 tỷ 850 triệu,nhà trong ngõ
Nguyễn Văn Linh,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,45.0,Sổ hồng,3.0,3.0,2.5,3 tỷ 100 triệu,nhà trong ngõ
Hùng Vương,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,49.0,Sổ hồng,3.0,3.0,3.0,2 tỷ 950 triệu,nhà trong ngõ
Cô Giang,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,35.0,Sổ hồng,4.0,3.0,3.0,2 tỷ 550 triệu,nhà trong ngõ
Phạm Văn Nghị,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,60.0,Sổ hồng,4.0,3.0,3.0,3 tỷ 150 triệu,nhà trong ngõ
Điện Biên Phủ,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,44.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 900 triệu,nhà trong ngõ
Thái Phiên,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,83.0,Sổ hồng,4.0,3.0,3.0,8 tỷ 300 triệu,nhà trong ngõ
Đinh Tiên Hoàng,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 850 triệu,nhà trong ngõ
Phạm Văn Nghị,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,55.0,Sổ hồng,3.0,4.0,3.0,4 tỷ 290 triệu,nhà trong ngõ
Ngô Quyền,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,80.0,Sổ hồng,3.0,2.0,3.0,3 tỷ 999 triệu,nhà trong ngõ
Đống Đa,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,75.0,Sổ đỏ,3.0,2.0,2.0,3 tỷ 450 triệu,nhà trong ngõ
Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,54.1,Sổ hồng,3.0,2.0,2.0,2 tỷ 375 triệu,nhà trong ngõ
Bình Kỳ,Hòa Quý,Quận Ngũ Hành Sơn,Đà Nẵng,100.0,Sổ đỏ,1.0,1.0,,1 tỷ 450 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,40.0,Sổ đỏ,3.0,2.0,2.5,2 tỷ 100 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,32.0,Sổ đỏ,1.0,1.0,,1 tỷ 520 triệu,nhà trong ngõ
Mẹ Suốt,Phường Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng,92.0,Sổ hồng,3.0,2.0,,2 tỷ 50 triệu,nhà trong ngõ
Tôn Đản,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,55.3,Sổ hồng,2.0,1.0,2.0,2 tỷ 150 triệu,nhà trong ngõ
Cách Mạng Tháng 8,Phường Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng,80.0,Sổ đỏ,2.0,2.0,2.0,2 tỷ 80 triệu,nhà trong ngõ
Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,120.0,Sổ đỏ,2.0,2.0,,2 tỷ 930 triệu,nhà trong ngõ
Trần Cao Vân,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,25.0,Sổ hồng,2.0,2.0,,1 tỷ 780 triệu,nhà trong ngõ
436 Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,80.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 980 triệu,nhà trong ngõ
Tô Hiệu,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,60.0,Sổ hồng,3.0,3.0,2.0,2 tỷ 950 triệu,nhà trong ngõ
Đường 3 Tháng 2,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,42.0,Sổ hồng,3.0,3.0,,3 tỷ 850 triệu,nhà trong ngõ
Lê Độ,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,67.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 280 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,4.0,4.0,,4 tỷ 500 triệu,nhà trong ngõ
Dũng Sĩ Thanh Khê,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,75.0,Sổ hồng,3.0,4.0,3.0,3 tỷ 950 triệu,nhà trong ngõ
Lê Vĩnh Huy,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 530 triệu,nhà trong ngõ
Nguyễn Công Hoan,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,65.0,Sổ đỏ,2.0,1.0,,1 tỷ 850 triệu,nhà trong ngõ
Nguyễn Tất Thành,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,45.0,Sổ hồng,3.0,2.0,2.0,2 tỷ 950 triệu,nhà trong ngõ
Nguyễn Đức Trung,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,80.0,Sổ đỏ,4.0,3.0,3.0,3 tỷ 50 triệu,nhà trong ngõ
Trần Cao Vân,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,44.0,Sổ đỏ,2.0,2.0,2.0,2 tỷ 649 triệu,nhà trong ngõ
Lê Duẩn,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,60.0,Sổ hồng,3.0,4.0,3.0,4 tỷ 390 triệu,nhà trong ngõ
Lê Thanh Nghị,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,68.0,Sổ hồng,3.0,4.0,2.0,3 tỷ 779 triệu,nhà trong ngõ
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,124.0,Sổ đỏ,1.0,1.0,,4 tỷ 600 triệu,nhà trong ngõ
K3 Nguyễn Thành Hãn,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,3.0,2.0,,3 tỷ 850 triệu,nhà trong ngõ
Trần Cao Vân,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,85.0,Sổ hồng,4.0,2.0,2.0,3 tỷ,nhà trong ngõ
Lê Độ,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,88.0,Sổ hồng,4.0,2.0,,3 tỷ,nhà trong ngõ
Lâm Hoành,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,67.0,Giấy tờ hợp lệ,3.0,2.0,3.0,4 tỷ 100 triệu,nhà trong ngõ
Đinh Tiên Hoàng,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,58.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 549 triệu,nhà trong ngõ
Đinh Tiên Hoàng,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,58.0,Sổ hồng,3.0,2.0,3.0,3 tỷ 550 triệu,nhà trong ngõ
Dương Đình Nghệ,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,120.0,Sổ đỏ,19.0,20.0,7.0,14 tỷ 500 triệu,nhà trong ngõ
Nguyễn Phan Vinh,Phường Thọ Quang,Quận Sơn Trà,Đà Nẵng,90.0,Sổ đỏ,4.0,3.0,,5 tỷ 900 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,80.0,Sổ đỏ,8.0,8.0,3.0,4 tỷ 200 triệu,nhà trong ngõ
Trần Huy Liệu,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,63.0,Sổ đỏ,2.0,1.0,,2 tỷ 500 triệu,nhà trong ngõ
Tôn Đản,Phường Hòa Phát,Quận Cẩm Lệ,Đà Nẵng,85.0,Sổ đỏ,3.0,3.0,,2 tỷ 550 triệu,nhà trong ngõ
Tô Hiệu,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,60.0,Sổ hồng,4.0,4.0,3.0,3 tỷ 400 triệu,nhà trong ngõ
Mẹ Nhu,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,115.0,Sổ đỏ,3.0,2.0,,2 tỷ 700 triệu,nhà trong ngõ
Tô Hiệu,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,60.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 750 triệu,nhà trong ngõ
Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,80.0,Sổ hồng,4.0,4.0,,3 tỷ 980 triệu,nhà trong ngõ
Trưng Nữ Vương,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,63.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 899 triệu,nhà trong ngõ
Phạm Văn Nghị,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,70.0,Sổ hồng,5.0,4.0,,2 tỷ 550 triệu,nhà trong ngõ
Đỗ Quang,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,90.0,Sổ đỏ,2.0,2.0,,3 tỷ 550 triệu,nhà trong ngõ
Đống Đa,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,48.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 950 triệu,nhà trong ngõ
Thái Phiên,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,82.0,Sổ đỏ,3.0,3.0,3.0,8 tỷ 300 triệu,nhà trong ngõ
Nguyễn Văn Thoại,Phường An Hải Đông,Quận Sơn Trà,Đà Nẵng,168.0,Sổ đỏ,3.0,3.0,2.0,10 tỷ 400 triệu,nhà trong ngõ
Ỷ Lan Nguyên Phi,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,138.0,Sổ đỏ,22.0,22.0,6.0,15 tỷ 300 triệu,nhà trong ngõ
Thi Sách,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,105.0,Sổ đỏ,10.0,10.0,3.0,6 tỷ 200 triệu,nhà trong ngõ
Lý Tự Trọng,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,63.0,Sổ đỏ,2.0,2.0,,3 tỷ 900 triệu,nhà trong ngõ
Trần Cao Vân,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,61.0,Sổ hồng,5.0,3.0,3.0,3 tỷ 989 triệu,nhà trong ngõ
Lê Độ,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,67.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 350 triệu,nhà trong ngõ
Cù Chính Lan,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,50.0,Sổ hồng,3.0,3.0,3.0,2 tỷ 950 triệu,nhà trong ngõ
427 Trường Chinh,Phường An Khê,Quận Thanh Khê,Đà Nẵng,48.5,Sổ đỏ,2.0,1.0,,1 tỷ 450 triệu,nhà trong ngõ
Mai Đăng Chơn,Phường Hòa Hải,Quận Ngũ Hành Sơn,Đà Nẵng,124.9,Sổ đỏ,2.0,2.0,,4 tỷ 650 triệu,nhà trong ngõ
Trần Cao Vân,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,52.0,Sổ hồng,3.0,2.0,2.0,174 tỷ 200 triệu,nhà trong ngõ
Dũng Sĩ Thanh Khê,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,50.0,Sổ đỏ,3.0,2.0,,2 tỷ 850 triệu,nhà trong ngõ
Dũng Sĩ Thanh Khê,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,60.0,Sổ đỏ,3.0,2.0,2.0,2 tỷ 450 triệu,nhà trong ngõ
Kiệt 90/9/8 Đống Đa,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,195.2,Sổ đỏ,3.0,2.0,2.0,5 tỷ 500 triệu,nhà trong ngõ
Nguyễn Bá Phát,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,50.0,Sổ đỏ,2.0,2.0,2.0,1 tỷ 550 triệu,nhà trong ngõ
Trường Chinh,Phường Hòa Phát,Quận Cẩm Lệ,Đà Nẵng,85.0,Sổ đỏ,3.0,3.0,3.0,2 tỷ 750 triệu,nhà trong ngõ
Thái Thị Bôi,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,56.0,Sổ hồng,3.0,2.0,2.0,3 tỷ 180 triệu,nhà trong ngõ
Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,50.0,Sổ đỏ,3.0,3.0,3.0,3 tỷ 400 triệu,nhà trong ngõ
Nguyễn Phước Nguyên,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,45.0,Sổ đỏ,3.0,2.0,2.0,2 tỷ 450 triệu,nhà trong ngõ
Chế Lan Viên,Bắc Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,120.0,Sổ đỏ,4.0,4.0,,6 tỷ 900 triệu,nhà trong ngõ
Lý Tự Trọng,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,60.0,Sổ đỏ,4.0,3.0,2.0,2 tỷ 90 triệu,nhà trong ngõ
Trần Cao Vân,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,52.0,Sổ hồng,3.0,2.0,2.0,3 tỷ 350 triệu,nhà trong ngõ
Đỗ Quang,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,20.0,Sổ hồng,2.0,1.0,2.0,1 tỷ 430 triệu,nhà trong ngõ
Lý Triện,Phường An Khê,Quận Thanh Khê,Đà Nẵng,67.0,Sổ hồng,2.0,1.0,,2 tỷ 950 triệu,nhà trong ngõ
Điện Biên Phủ,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,64.0,Sổ đỏ,3.0,3.0,,4 tỷ 300 triệu,nhà trong ngõ
Điện Biên Phủ,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,62.0,Sổ đỏ,,,3.0,4 tỷ 250 triệu,nhà trong ngõ
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,60.0,Sổ đỏ,2.0,2.0,2.0,2 tỷ 550 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,40.0,Sổ đỏ,2.0,2.0,,1 tỷ 900 triệu,nhà trong ngõ
Hoàng Thúc Trâm,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,69.0,Sổ đỏ,3.0,2.0,,3 tỷ 950 triệu,nhà trong ngõ
Trần Văn Thành,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,60.0,Sổ đỏ,2.0,3.0,2.0,3 tỷ 700 triệu,nhà trong ngõ
Kiệt 257/33 Trường Chinh,Phường An Khê,Quận Thanh Khê,Đà Nẵng,83.0,Sổ hồng,2.0,1.0,2.0,2 tỷ 500 triệu,nhà trong ngõ
Nguyễn Thành Hãn,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,57.0,Sổ hồng,2.0,1.0,1.0,2 tỷ 690 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,45.0,Sổ hồng,3.0,2.0,2.0,2 tỷ 350 triệu,nhà trong ngõ
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,97.0,Sổ hồng,1.0,1.0,,2 tỷ 890 triệu,nhà trong ngõ
Nguyễn Tri Phương,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,40.0,Sổ hồng,3.0,3.0,3.0,2 tỷ 800 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 150 triệu,nhà trong ngõ
Lê Thanh Nghị,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,40.0,Sổ đỏ,2.0,1.0,2.0,2 tỷ 250 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,41.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 490 triệu,nhà trong ngõ
Trưng Nữ Vương,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,45.0,Sổ hồng,3.0,3.0,2.0,2 tỷ 650 triệu,nhà trong ngõ
Trưng Nữ Vương,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,42.0,Sổ hồng,3.0,2.0,,2 tỷ 500 triệu,nhà trong ngõ
Nguyễn Thành Hãn,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,57.0,Sổ hồng,1.0,1.0,5.0,2 tỷ 750 triệu,nhà trong ngõ
Hoàng Diệu,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,45.0,Sổ hồng,3.0,2.0,2.0,2 tỷ 600 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,40.0,Sổ hồng,2.0,2.0,,1 tỷ 990 triệu,nhà trong ngõ
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,97.0,Sổ hồng,1.0,1.0,,2 tỷ 950 triệu,nhà trong ngõ
Nguyễn Tri Phương,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,90.0,Sổ hồng,3.0,3.0,3.0,2 tỷ 800 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,74.0,Sổ hồng,2.0,2.0,,1 tỷ 950 triệu,nhà trong ngõ
Nguyễn Hoàng,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,52.0,Sổ hồng,2.0,2.0,,1 tỷ 950 triệu,nhà trong ngõ
Hoàng Diệu,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,64.0,Sổ hồng,2.0,1.0,,1 tỷ 850 triệu,nhà trong ngõ
Trường Chinh,Phường Hòa Phát,Quận Cẩm Lệ,Đà Nẵng,82.0,Sổ hồng,3.0,3.0,2.0,2 tỷ 900 triệu,nhà trong ngõ
Nguyễn Phước Tần,Phường Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng,112.0,Sổ hồng,1.0,1.0,,2 tỷ 850 triệu,nhà trong ngõ
Âu Cơ,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,80.0,Sổ đỏ,3.0,3.0,2.5,3 tỷ,nhà trong ngõ
Trần Đình Tri,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,60.0,Sổ đỏ,3.0,2.0,2.0,2 tỷ 950 triệu,nhà trong ngõ
Âu Cơ,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,78.0,Sổ đỏ,2.0,1.0,,2 tỷ 330 triệu,nhà trong ngõ
Trần Cao Vân,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,35.0,Sổ đỏ,2.0,1.0,,1 tỷ 700 triệu,nhà trong ngõ
Phan Thanh,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,70.0,Sổ đỏ,3.0,3.0,3.0,4 tỷ 500 triệu,nhà trong ngõ
Tô Hiệu,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,68.0,Sổ hồng,3.0,2.0,2.0,2 tỷ 990 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,81.0,Sổ hồng,3.0,2.0,,2 tỷ 600 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,36.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 250 triệu,nhà trong ngõ
Lê Văn Hiến,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,100.0,Sổ hồng,2.0,1.0,,3 tỷ,nhà trong ngõ
Hà Huy Tập,Phường An Khê,Quận Thanh Khê,Đà Nẵng,65.0,Sổ hồng,2.0,1.0,,1 tỷ 990 triệu,nhà trong ngõ
Lê Cơ,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,52.0,Sổ hồng,3.0,4.0,3.0,4 tỷ 600 triệu,nhà trong ngõ
Thái Thị Bôi,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,86.0,Sổ hồng,3.0,2.0,,3 tỷ 320 triệu,nhà trong ngõ
