street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Đỗ Bá,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,60.0,1,2,2,2,3.39,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,50.0,1,3,2,3,3.2,3
Lê Thị Xuyến,Chính Gián,Thanh Khê,Đà Nẵng,69.0,9,3,2,2,5.6,3
Lương Thế Vinh,An Hải Đông,Sơn Trà,Đà Nẵng,85.0,1,2,1,2,3.09,3
Núi Thành,Hòa Thuận Đông,Hải Châu,Đà Nẵng,42.0,1,3,4,3,2.9,3
Tôn Thất Tùng,Thạc Gián,Thanh Khê,Đà Nẵng,58.0,1,2,2,3,5.49,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,70.0,1,2,1,2,2.0,3
Ông Ích Khiêm,Thanh Bình,Hải Châu,Đà Nẵng,150.0,1,4,3,3,3.45,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,90.0,1,6,5,3,4.0,3
2 Tháng 9,Hòa Cường Bắc,Hải Châu,Đà Nẵng,70.0,1,2,1,2,3.25,3
Lê Đình Lý,Hòa Thuận Tây,Hải Châu,Đà Nẵng,60.0,1,3,3,3,3.4,3
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,50.0,1,3,3,3,3.1,3
Lê Duẩn,Tân Chính,Thanh Khê,Đà Nẵng,40.0,1,2,3,3,2.2,3
Phạm Cự Lượng,An Hải Đông,Sơn Trà,Đà Nẵng,78.0,1,2,2,2,3.3,3
An Trung 3,An Hải Tây,Sơn Trà,Đà Nẵng,60.0,1,2,2,2,3.7,3
Phan Châu Trinh,Phước Ninh,Hải Châu,Đà Nẵng,45.0,1,2,2,2,2.0,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,53.0,1,3,2,3,3.58,3
Mai Lão Bạng,Thuận Phước,Hải Châu,Đà Nẵng,50.0,1,3,4,4,3.0,3
Ông Ích Khiêm,Thanh Bình,Hải Châu,Đà Nẵng,51.0,1,3,4,3,3.5,3
Trưng Nữ Vương,Bình Thuận,Hải Châu,Đà Nẵng,54.0,1,1,1,2,2.55,3
Huỳnh Tấn Phát,Hòa Cường Bắc,Hải Châu,Đà Nẵng,70.0,1,2,2,2,3.0,3
Đặng Thùy Trâm,Hải Châu 1,Hải Châu,Đà Nẵng,83.0,1,3,2,2,4.25,3
Trường Chinh,Hòa Thọ Tây,Cẩm Lệ,Đà Nẵng,90.0,1,2,1,2,1.5,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,53.0,1,3,3,3,3.58,3
Hải Phòng,Chính Gián,Thanh Khê,Đà Nẵng,22.0,1,2,2,2,1.8,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,54.0,1,3,3,3,4.36,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,112.0,1,3,2,2,4.75,3
Lê Độ,Tam Thuận,Thanh Khê,Đà Nẵng,43.0,1,2,2,2,1.95,3
Lê Duẩn,Tân Chính,Thanh Khê,Đà Nẵng,30.0,1,2,2,2,1.79,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,24.0,1,1,2,2,1.65,3
Phan Châu Trinh,Phước Ninh,Hải Châu,Đà Nẵng,45.0,1,2,1,2,1.95,3
Phó Đức Chính,Mân Thái,Sơn Trà,Đà Nẵng,84.0,1,2,2,2,2.4,3
Nguyễn Duy Hiệu,An Hải Đông,Sơn Trà,Đà Nẵng,85.0,1,3,2,2,4.5,3
Thái Thị Bôi,Hòa Khê,Thanh Khê,Đà Nẵng,86.0,1,3,2,2,3.13,3
3 Tháng 2,Thuận Phước,Hải Châu,Đà Nẵng,55.0,1,3,3,3,3.2,3
Ông Ích Khiêm,Tân Chính,Thanh Khê,Đà Nẵng,55.0,1,6,6,4,5.0,3
Thi Sách,Hòa Thuận Tây,Hải Châu,Đà Nẵng,89.0,1,3,4,2,4.8,3
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,48.0,1,3,2,2,2.85,3
Hùng Vương,Vĩnh Trung,Thanh Khê,Đà Nẵng,49.0,1,3,3,3,2.95,3
Cô Giang,Phước Ninh,Hải Châu,Đà Nẵng,35.0,1,4,3,3,2.55,3
Phạm Văn Nghị,Thạc Gián,Thanh Khê,Đà Nẵng,60.0,1,4,3,3,3.15,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,44.0,1,3,3,3,3.9,3
Thái Phiên,Phước Ninh,Hải Châu,Đà Nẵng,83.0,1,4,3,3,8.3,3
Đinh Tiên Hoàng,Thanh Bình,Hải Châu,Đà Nẵng,50.0,1,3,3,3,3.85,3
Phạm Văn Nghị,Thạc Gián,Thanh Khê,Đà Nẵng,55.0,1,3,4,3,4.29,3
Ngô Quyền,An Hải Bắc,Sơn Trà,Đà Nẵng,80.0,1,3,2,3,3.999,3
Đống Đa,Thạch Thang,Hải Châu,Đà Nẵng,75.0,1,3,2,2,3.45,3
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,54.1,1,3,2,2,2.375,3
Bình Kỳ,Hòa Quý,Ngũ Hành Sơn,Đà Nẵng,100.0,1,1,1,3,1.45,3
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,32.0,1,1,1,2,1.52,3
Mẹ Suốt,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,92.0,1,3,2,2,2.05,3
Tôn Đản,Hòa An,Cẩm Lệ,Đà Nẵng,55.3,1,2,1,2,2.15,3
Cách Mạng Tháng 8,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,80.0,1,2,2,2,2.08,3
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,120.0,1,2,2,4,2.93,3
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,25.0,1,2,2,2,1.78,3
Tô Hiệu,Hòa Minh,Liên Chiểu,Đà Nẵng,60.0,1,3,3,2,2.95,3
3 Tháng 2,Thạch Thang,Hải Châu,Đà Nẵng,42.0,1,3,3,3,3.85,3
Lê Độ,Thạc Gián,Thanh Khê,Đà Nẵng,67.0,1,3,3,3,4.28,3
Hoàng Diệu,Bình Hiên,Hải Châu,Đà Nẵng,70.0,1,4,4,4,4.5,3
Dũng Sĩ Thanh Khê,Thanh Khê Tây,Thanh Khê,Đà Nẵng,75.0,1,3,4,3,3.95,3
Lê Vĩnh Huy,Hòa Cường Bắc,Hải Châu,Đà Nẵng,50.0,1,3,3,3,3.53,3
Nguyễn Công Hoan,Hòa An,Cẩm Lệ,Đà Nẵng,65.0,1,2,1,2,1.85,3
Nguyễn Tất Thành,Thanh Bình,Hải Châu,Đà Nẵng,45.0,1,3,2,2,2.95,3
Nguyễn Đức Trung,Tam Thuận,Thanh Khê,Đà Nẵng,80.0,1,4,3,3,3.05,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,44.0,1,2,2,2,2.649,3
Lê Duẩn,Tân Chính,Thanh Khê,Đà Nẵng,60.0,1,3,4,3,4.39,3
Lê Thanh Nghị,Hòa Cường Bắc,Hải Châu,Đà Nẵng,68.0,1,3,4,2,3.779,3
Hà Huy Tập,Hòa Khê,Thanh Khê,Đà Nẵng,124.0,1,1,1,2,4.6,3
K3 Nguyễn Thành Hãn,Hòa Thuận Tây,Hải Châu,Đà Nẵng,70.0,1,3,2,2,3.85,3
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,85.0,1,4,2,2,3.0,3
Lê Độ,Chính Gián,Thanh Khê,Đà Nẵng,88.0,1,4,2,2,3.0,3
Lâm Hoành,Phước Mỹ,Sơn Trà,Đà Nẵng,67.0,7,3,2,3,4.1,3
Đinh Tiên Hoàng,Tam Thuận,Thanh Khê,Đà Nẵng,58.0,1,3,3,3,3.549,3
Đinh Tiên Hoàng,Tam Thuận,Thanh Khê,Đà Nẵng,58.0,1,3,2,3,3.55,3
Nguyễn Phan Vinh,Thọ Quang,Sơn Trà,Đà Nẵng,90.0,1,4,3,3,5.9,3
Trần Huy Liệu,Khuê Trung,Cẩm Lệ,Đà Nẵng,63.0,1,2,1,2,2.5,3
Tôn Đản,Hòa Phát,Cẩm Lệ,Đà Nẵng,85.0,1,3,3,2,2.55,3
Tô Hiệu,Hòa Minh,Liên Chiểu,Đà Nẵng,60.0,1,4,4,3,3.4,3
Mẹ Nhu,Thanh Khê Tây,Thanh Khê,Đà Nẵng,115.0,1,3,2,3,2.7,3
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,80.0,1,4,4,2,3.98,3
Trưng Nữ Vương,Hòa Cường Bắc,Hải Châu,Đà Nẵng,63.0,1,2,2,2,2.899,3
Phạm Văn Nghị,Thạc Gián,Thanh Khê,Đà Nẵng,70.0,1,5,4,3,2.55,3
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,90.0,1,2,2,2,3.55,3
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,48.0,1,3,3,3,3.95,3
Thái Phiên,Phước Ninh,Hải Châu,Đà Nẵng,82.0,1,3,3,3,8.3,3
Lý Tự Trọng,Thuận Phước,Hải Châu,Đà Nẵng,63.0,1,2,2,2,3.9,3
Trần Cao Vân,Thanh Khê Đông,Thanh Khê,Đà Nẵng,61.0,1,5,3,3,3.989,3
Lê Độ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,67.0,1,3,3,3,4.35,3
Cù Chính Lan,Thanh Khê Tây,Thanh Khê,Đà Nẵng,50.0,1,3,3,3,2.95,3
Mai Đăng Chơn,Hòa Hải,Ngũ Hành Sơn,Đà Nẵng,124.9,1,2,2,2,4.65,3
Dũng Sĩ Thanh Khê,Thanh Khê Tây,Thanh Khê,Đà Nẵng,50.0,1,3,2,2,2.85,3
Dũng Sĩ Thanh Khê,Thanh Khê Tây,Thanh Khê,Đà Nẵng,60.0,1,3,2,2,2.45,3
Nguyễn Bá Phát,Hòa Minh,Liên Chiểu,Đà Nẵng,50.0,1,2,2,2,1.55,3
Trường Chinh,Hòa Phát,Cẩm Lệ,Đà Nẵng,85.0,1,3,3,3,2.75,3
Thái Thị Bôi,Chính Gián,Thanh Khê,Đà Nẵng,56.0,1,3,2,2,3.18,3
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,50.0,1,3,3,3,3.4,3
Nguyễn Phước Nguyên,Hòa Khê,Thanh Khê,Đà Nẵng,45.0,1,3,2,2,2.45,3
Chế Lan Viên,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,120.0,1,4,4,3,6.9,3
Lý Tự Trọng,Thạch Thang,Hải Châu,Đà Nẵng,60.0,1,4,3,2,2.09,3
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,20.0,1,2,1,2,1.43,3
Lý Triện,An Khê,Thanh Khê,Đà Nẵng,67.0,1,2,1,2,2.95,3
Điện Biên Phủ,Hòa Khê,Thanh Khê,Đà Nẵng,64.0,1,3,3,3,4.3,3
Điện Biên Phủ,Hòa Khê,Thanh Khê,Đà Nẵng,62.0,1,3,4,3,4.25,3
Hà Huy Tập,Hòa Khê,Thanh Khê,Đà Nẵng,60.0,1,2,2,2,2.55,3
Núi Thành,Hòa Thuận Đông,Hải Châu,Đà Nẵng,40.0,1,2,2,2,1.9,3
Hoàng Thúc Trâm,Hòa Cường Bắc,Hải Châu,Đà Nẵng,69.0,1,3,2,2,3.95,3
Trần Văn Thành,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,60.0,1,2,3,2,3.7,3
Nguyễn Thành Hãn,Hòa Thuận Tây,Hải Châu,Đà Nẵng,57.0,1,2,1,1,2.69,3
Hoàng Diệu,Bình Hiên,Hải Châu,Đà Nẵng,45.0,1,3,2,2,2.35,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,97.0,1,1,1,3,2.89,3
Nguyễn Tri Phương,Vĩnh Trung,Thanh Khê,Đà Nẵng,40.0,1,3,3,3,2.8,3
2 Tháng 9,Hòa Cường Nam,Hải Châu,Đà Nẵng,50.0,1,2,2,2,2.15,3
Lê Thanh Nghị,Hòa Cường Bắc,Hải Châu,Đà Nẵng,40.0,1,2,1,2,2.25,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,41.0,1,2,2,2,2.49,3
Trưng Nữ Vương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,45.0,1,3,3,2,2.65,3
Trưng Nữ Vương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,42.0,1,3,2,2,2.5,3
Hoàng Diệu,Hòa Thuận Đông,Hải Châu,Đà Nẵng,45.0,1,3,2,2,2.6,3
Núi Thành,Hòa Thuận Đông,Hải Châu,Đà Nẵng,40.0,1,2,2,2,1.99,3
Nguyễn Tri Phương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,90.0,1,3,3,3,2.8,3
Hoàng Diệu,Bình Hiên,Hải Châu,Đà Nẵng,74.0,1,2,2,2,1.95,3
Nguyễn Hoàng,Bình Hiên,Hải Châu,Đà Nẵng,52.0,1,2,2,2,1.95,3
Hoàng Diệu,Nam Dương,Hải Châu,Đà Nẵng,64.0,1,2,1,2,1.85,3
Trường Chinh,Hòa Phát,Cẩm Lệ,Đà Nẵng,82.0,1,3,3,2,2.9,3
Nguyễn Phước Tần,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,112.0,1,1,1,2,2.85,3
Trần Đình Tri,Hòa Minh,Liên Chiểu,Đà Nẵng,60.0,1,3,2,2,2.95,3
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,78.0,1,2,1,2,2.33,3
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,35.0,1,2,1,2,1.7,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,70.0,1,3,3,3,4.5,3
Tô Hiệu,Hòa Minh,Liên Chiểu,Đà Nẵng,68.0,1,3,2,2,2.99,3
Ông Ích Khiêm,Thanh Bình,Hải Châu,Đà Nẵng,81.0,1,3,2,2,2.6,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,36.0,1,2,2,2,2.25,3
Lê Văn Hiến,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,100.0,1,2,1,3,3.0,3
Hà Huy Tập,An Khê,Thanh Khê,Đà Nẵng,65.0,1,2,1,2,1.99,3
Lê Cơ,Hòa Cường Bắc,Hải Châu,Đà Nẵng,52.0,1,3,4,3,4.6,3
Nguyễn Thiện Kế,Phước Mỹ,Sơn Trà,Đà Nẵng,94.0,1,2,1,2,5.2,3
2 Tháng 9,Hòa Cường Nam,Hải Châu,Đà Nẵng,42.0,1,2,2,2,1.98,3
Nguyễn Công Hãng,An Khê,Thanh Khê,Đà Nẵng,62.0,1,3,2,2,3.15,3
Hà Huy Tập,An Khê,Thanh Khê,Đà Nẵng,45.0,1,3,3,3,2.85,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,68.0,1,2,2,2,4.5,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,65.0,1,3,2,2,2.9,3
Trưng Nữ Vương,Bình Thuận,Hải Châu,Đà Nẵng,58.0,1,3,2,3,3.15,3
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,50.0,1,4,5,4,4.35,3
Núi Thành,Hòa Thuận Tây,Hải Châu,Đà Nẵng,55.0,1,3,3,3,4.45,3
Điện Biên Phủ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,54.0,1,2,2,2,2.75,3
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,45.0,1,2,2,2,2.15,3
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,72.0,1,4,3,3,4.15,3
Trưng Nữ Vương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,42.0,1,2,2,2,2.45,3
Ông Ích Khiêm,Nam Dương,Hải Châu,Đà Nẵng,42.0,1,2,2,2,2.25,3
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,42.0,1,3,2,3,2.98,3
Hà Huy Tập,Xuân Hà,Thanh Khê,Đà Nẵng,53.0,1,4,3,3,3.15,3
Phan Châu Trinh,Phước Ninh,Hải Châu,Đà Nẵng,51.0,1,5,5,3,3.7,3
Trần Xuân Lê,Hòa Khê,Thanh Khê,Đà Nẵng,43.0,1,2,2,2,2.15,3
Phạm Nhữ Tăng,Hòa Khê,Thanh Khê,Đà Nẵng,45.0,1,2,2,2,2.57,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,40.0,1,2,1,2,2.05,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,50.0,1,3,3,3,3.79,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,86.0,1,3,3,2,4.5,3
Ngô Quyền,Thọ Quang,Sơn Trà,Đà Nẵng,62.0,1,2,2,2,2.45,3
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,47.0,1,3,2,2,2.99,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,62.0,1,2,1,2,3.4,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,52.4,1,3,2,3,3.6,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,42.0,1,2,2,2,2.55,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,50.0,1,3,4,3,3.5,3
Ỷ Lan Nguyên Phi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,64.8,1,3,3,2,3.6,3
Đinh Tiên Hoàng,Thanh Bình,Hải Châu,Đà Nẵng,35.0,1,3,3,3,2.75,3
2 Tháng 9,Hòa Cường Nam,Hải Châu,Đà Nẵng,43.0,1,3,3,3,4.35,3
Trưng Nữ Vương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,60.0,1,3,4,3,5.4,3
Hoàng Văn Thái,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,77.0,1,1,1,2,2.18,3
Tôn Đản,Hòa An,Cẩm Lệ,Đà Nẵng,141.0,1,3,2,2,2.85,3
Nguyễn Phước Nguyên,Hòa Khê,Thanh Khê,Đà Nẵng,50.0,1,3,3,3,3.0,3
Quang Trung,Hải Châu 1,Hải Châu,Đà Nẵng,117.0,1,4,4,3,5.9,3
Thi Sách,Hòa Thuận Tây,Hải Châu,Đà Nẵng,85.0,1,2,2,2,4.5,3
Nguyễn Du,Thạch Thang,Hải Châu,Đà Nẵng,64.7,1,5,4,3,5.9,3
Ông Ích Khiêm,Nam Dương,Hải Châu,Đà Nẵng,54.0,1,2,1,2,2.3,3
Tôn Đức Thắng,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,80.0,1,1,1,2,2.4,3
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,65.0,1,2,1,2,2.95,3
Bùi Chát,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,55.0,1,2,1,2,1.45,3
Tôn Đức Thắng,Hòa Minh,Liên Chiểu,Đà Nẵng,80.0,1,2,2,2,2.4,3
Nguyễn Công Hoan,Hòa An,Cẩm Lệ,Đà Nẵng,110.0,1,3,2,2,3.5,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,56.0,1,3,2,2,4.7,3
Lý Tự Trọng,Thanh Bình,Hải Châu,Đà Nẵng,80.0,1,3,2,2,3.69,3
Ông Ích Khiêm,Thanh Bình,Hải Châu,Đà Nẵng,50.0,1,3,3,3,4.4,3
Huỳnh Ngọc Huệ,Xuân Hà,Thanh Khê,Đà Nẵng,30.2,1,2,2,2,1.89,3
Trưng Nữ Vương,Bình Thuận,Hải Châu,Đà Nẵng,46.0,1,3,2,2,2.65,3
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,82.4,1,2,2,3,2.85,3
Nguyễn Tất Thành,Thanh Bình,Hải Châu,Đà Nẵng,44.5,1,2,2,2,3.55,3
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,135.0,1,7,7,2,2.85,3
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,65.0,1,2,2,2,3.0,3
Điện Biên Phủ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,66.0,1,1,1,2,2.65,3
Tạ Hiện,Hòa Cường Bắc,Hải Châu,Đà Nẵng,70.0,1,3,2,2,4.3,3
Nguyễn Lương Bằng,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,87.0,1,5,5,3,2.35,3
Ông Ích Khiêm,Thanh Bình,Hải Châu,Đà Nẵng,105.0,1,3,2,2,4.6,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,63.0,1,3,2,2,2.9,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,51.0,1,3,2,2,3.3,3
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,44.0,1,3,2,2,2.1,3
Trường Chinh,An Khê,Thanh Khê,Đà Nẵng,70.0,1,2,1,2,2.0,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,45.0,1,3,3,3,3.35,3
Trường Chinh,An Khê,Thanh Khê,Đà Nẵng,70.0,1,3,2,3,2.2,3
Hoàng Văn Thái,Hòa Minh,Liên Chiểu,Đà Nẵng,50.0,1,3,2,2,2.45,3
Lê Độ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,70.0,1,3,3,3,3.95,3
Phạm Văn Nghị,Thạc Gián,Thanh Khê,Đà Nẵng,60.0,1,3,3,3,4.65,3
Thanh Long,Thanh Bình,Hải Châu,Đà Nẵng,55.0,1,3,2,2,3.08,3
Lê Đình Thám,Hòa Thuận Đông,Hải Châu,Đà Nẵng,52.0,1,2,2,2,2.56,3
Lý Tự Trọng,Thanh Bình,Hải Châu,Đà Nẵng,56.0,1,3,2,2,3.15,3
Trưng Nữ Vương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,52.0,1,2,2,2,2.57,3
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,67.0,1,3,3,2,3.4,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,52.0,1,3,3,2,3.4,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,67.0,1,3,3,2,3.45,3
Lê Hữu Trác,Phước Mỹ,Sơn Trà,Đà Nẵng,117.0,1,3,2,2,4.0,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,52.0,1,3,4,3,3.35,3
Ỷ Lan Nguyên Phi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,65.0,9,3,3,2,3.5,3
Trường Chinh,An Khê,Thanh Khê,Đà Nẵng,50.0,1,3,2,4,3.4,3
Phạm Cự Lượng,An Hải Đông,Sơn Trà,Đà Nẵng,90.0,1,3,2,3,4.3,3
Nguyễn Trung Trực,An Hải Bắc,Sơn Trà,Đà Nẵng,90.0,1,3,2,3,3.6,3
Hoàng Diệu,Nam Dương,Hải Châu,Đà Nẵng,37.0,1,2,2,2,1.95,3
Hoàng Diệu,Nam Dương,Hải Châu,Đà Nẵng,35.0,1,3,2,3,2.3,3
Mẹ Nhu,Thanh Khê Tây,Thanh Khê,Đà Nẵng,70.0,1,3,2,2,2.9,3
Lê Duẩn,Thạc Gián,Thanh Khê,Đà Nẵng,44.0,1,3,2,2,2.95,3
Lê Độ,Xuân Hà,Thanh Khê,Đà Nẵng,55.0,1,3,2,2,2.59,3
Phan Châu Trinh,Bình Thuận,Hải Châu,Đà Nẵng,41.0,1,3,2,3,3.7,3
Nguyễn Phước Nguyên,Hòa Khê,Thanh Khê,Đà Nẵng,56.0,1,3,2,2,2.35,3
Nguyễn Phước Nguyên,Hòa Khê,Thanh Khê,Đà Nẵng,47.0,1,3,3,3,3.25,3
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,68.0,1,3,3,3,4.7,3
Phan Châu Trinh,Bình Thuận,Hải Châu,Đà Nẵng,61.0,1,3,2,2,3.15,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,65.0,1,3,3,3,3.4,3
Nguyễn Du,Thạch Thang,Hải Châu,Đà Nẵng,67.0,1,3,3,2,3.52,3
Nguyễn Tri Phương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,56.0,1,3,4,4,4.17,3
Nguyễn Tất Thành,Tam Thuận,Thanh Khê,Đà Nẵng,52.0,1,4,4,3,4.33,3
Phan Châu Trinh,Bình Thuận,Hải Châu,Đà Nẵng,62.0,1,2,2,2,3.2,3
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,68.0,1,3,3,3,4.75,3
Lê Lợi,Thạch Thang,Hải Châu,Đà Nẵng,67.0,1,3,3,2,3.6,3
Núi Thành,Hòa Thuận Đông,Hải Châu,Đà Nẵng,64.0,1,3,3,3,3.42,3
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,52.0,1,3,4,3,3.4,3
Nguyễn Văn Linh,Nam Dương,Hải Châu,Đà Nẵng,55.0,1,3,3,3,4.15,3
Nguyễn Tri Phương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,55.0,1,3,3,4,4.18,3
Nguyễn Du,Thạch Thang,Hải Châu,Đà Nẵng,68.0,1,4,4,2,3.6,3
Nguyễn Tri Phương,Thạc Gián,Thanh Khê,Đà Nẵng,55.0,1,3,4,4,4.18,3
Lê Đình Lý,Vĩnh Trung,Thanh Khê,Đà Nẵng,56.0,1,3,3,3,4.17,3
Nguyễn Tri Phương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,56.0,1,3,4,4,4.17,3
Phạm Văn Nghị,Thạc Gián,Thanh Khê,Đà Nẵng,56.0,1,3,3,4,4.1,3
Lê Bá Trinh,Hòa Cường Bắc,Hải Châu,Đà Nẵng,71.0,1,3,3,2,4.3,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,60.0,1,2,2,2,3.18,3
Lý Tự Trọng,Thạch Thang,Hải Châu,Đà Nẵng,68.0,1,3,3,2,3.6,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,66.0,1,3,2,3,3.65,3
Hàm Nghi,Thạc Gián,Thanh Khê,Đà Nẵng,56.0,1,3,3,3,4.16,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,52.0,1,4,4,3,4.3,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,52.0,1,3,2,2,2.9,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,40.0,1,3,2,2,2.73,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,65.0,1,3,2,3,3.5,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,60.0,1,3,2,2,3.2,3
Nguyễn Công Trứ,An Hải Bắc,Sơn Trà,Đà Nẵng,83.0,1,3,3,3,4.2,3
Nguyễn Công Trứ,An Hải Bắc,Sơn Trà,Đà Nẵng,67.0,1,3,2,3,4.0,3
Quang Trung,Thạch Thang,Hải Châu,Đà Nẵng,43.0,1,3,2,2,2.2,3
Lê Cơ,Hòa Cường Bắc,Hải Châu,Đà Nẵng,78.0,1,3,2,2,3.68,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,62.0,1,3,2,2,5.15,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,57.0,1,3,2,3,3.65,3
Chu Văn An,Bình Thuận,Hải Châu,Đà Nẵng,65.0,1,2,2,2,2.6,3
Hà Khê,Xuân Hà,Thanh Khê,Đà Nẵng,70.0,1,3,2,2,4.26,3
